"YEAR","SYST","ST","LOC","GEN","DTF","PHT","LOD","LBL","PBL","BSP","LSC","GDS","T2M_MEAN","T2M_MAX","T2M_MIN","PRECTOT_ACC","RH2M_MEAN","T2MDEW","SOLAR_RAD","WS2M","NOISE_1","NOISE_2","NOISE_3","NOISE_4","NOISE_5","NOISE_6","NOISE_7","NOISE_8","NOISE_9","NOISE_10","NOISE_11","NOISE_12","NOISE_13","NOISE_14","NOISE_15","NOISE_16","NOISE_17","NOISE_18","NOISE_19","NOISE_20","NOISE_21","NOISE_22","NOISE_23","NOISE_24","NOISE_25","NOISE_26","NOISE_27","NOISE_28","NOISE_29","NOISE_30","NOISE_31","NOISE_32","NOISE_33","NOISE_34","NOISE_35","NOISE_36","NOISE_37","NOISE_38","NOISE_39","NOISE_40","GY"
2010,"S1","MT","LOC4","GEN23",88.3609434380196,122.197773472872,4,4,2,1,1,1,26.8269118368626,32.7439785292372,18.8912401329726,818.162536807358,86.4660594169982,23.7039059307426,18.2149814767763,5.05137106077746,6.65104791289195,6.41514653572813,7.67491884762421,6.40877783065662,3.85053236503154,1.21417616959661,1.92042109556496,6.50997136952356,8.23043787619099,1.42062711063772,3.68637374369428,8.72691945638508,0.918910123873502,4.23831507796422,3.64180990261957,5.11496747843921,1.43375981599092,4.0518696908839,9.37948400853202,4.48661227012053,6.64972678525373,0.568850771524012,7.85904935561121,7.84010165603831,3.78991146804765,4.88997084088624,1.07664511771873,3.33386636571959,8.95400794921443,5.86566531099379,6.89715921878815,9.78361372370273,8.66921883542091,4.78940777480602,1.84900959022343,9.31700694840401,0.967892378102988,9.59638747852296,5.34132428467274,4.62850055424497,4253.79484233016
2005,"S1","RO","LOC8","GEN21",82.3472155164927,117.464899814222,9,2,9,4,7,6,24.6216781330295,31.670457713306,18.6251534682233,765.854228287935,62.1044468740001,20.8406334260944,20.6226061633788,3.09116027341224,7.66101956134662,0.0487394398078322,8.37436676025391,5.0922971800901,4.09761921036988,6.93384040845558,2.48358632903546,0.25747959734872,8.53939971886575,8.89958071522415,8.964267547708,4.69345908844844,2.2525319037959,9.85892529599369,6.91044903127477,8.89873114647344,7.0269757672213,5.09614922804758,0.621375045739114,4.8818617570214,4.48304400313646,2.07292396808043,4.23905001021922,0.863862549886107,7.88932561175898,1.24787754146382,3.13920422457159,0.91802136041224,7.85710938973352,3.07511209510267,8.4237145492807,8.90889357542619,4.27227501291782,6.72123688040301,4.14525198284537,0.803156150504947,3.01346688065678,1.44247151445597,5.07438452681527,0.346144295763224,4162.02366654354
1981,"S2","GO","LOC3","GEN7",85.15396628296,133.361867952626,9,4,1,6,2,7,27.3957046358846,33.2838431915734,20.3864173782058,1068.57200469822,60.3119233204052,23.0092535149306,18.3110896195285,2.72939704498276,5.79878690652549,7.64012720901519,3.8799857464619,7.17166236136109,1.17951731896028,7.72369069047272,8.04942005546764,7.23809899762273,3.93842016812414,0.633557050023228,0.730654888320714,2.8932480700314,3.84092106483877,8.73784542549402,6.8427487812005,2.15836256975308,2.79882016126066,5.60000451048836,7.67377625685185,5.55154265835881,2.30412281816825,1.00328758824617,8.84781574364752,8.92406366299838,8.19564915262163,8.38691237615421,9.71088289981708,2.93849350651726,5.76910831732675,8.35468880599365,8.99785707239062,7.28605247568339,4.60349317407236,8.57224071631208,3.02240448305383,2.7955677988939,4.69226795015857,9.99059718567878,7.99929948057979,5.77279885066673,5390.38516013468
2004,"S2","GO","LOC2","GEN18",108.606116895098,85.2536709327251,9,6,9,6,6,7,23.2627435377799,32.7073428251315,18.0081888567656,464.365389756858,63.6106743011624,18.6553127130028,17.5657471455634,4.67335008806549,4.05312592163682,8.28800559742376,3.59328531427309,8.28556276159361,5.74157361406833,2.53015583613887,3.91222261823714,4.90690200822428,4.85780515242368,1.25778278103098,1.44919011276215,1.7010580538772,7.78868644498289,8.88973266351968,6.55457096174359,7.27347088977695,1.7554815299809,1.73517958261073,5.52096689585596,6.36123363859951,4.20742885908112,3.10454865917563,4.87148342421278,7.14568922296166,3.09143989114091,0.427891644649208,1.47782403975725,1.40292692231014,0.275247392710298,2.98609079793096,7.73154210997745,4.05438163783401,8.8267138088122,5.42943961685523,2.64899598434567,3.06549266446382,7.49370287172496,8.48233717028052,8.20084912702441,8.12569996109232,2600.67725844253
2010,"S1","GO","LOC2","GEN5",65.0889399601147,80.2526226406917,8,5,7,4,8,2,24.8871075366624,30.3867363443132,18.576232771622,747.798819467425,82.3345392057672,21.4006082701962,24.3263466283679,3.87740102736279,6.44013920100406,2.97405384015292,0.516220342833549,2.47990833362564,1.26488559646532,4.55509691499174,5.74667699867859,8.45206941710785,3.4156941040419,1.43559928750619,5.29767384054139,7.10508834104985,2.67666591098532,4.7761534457095,2.80011142371222,2.01981180347502,8.31022278405726,2.34153179917485,7.57942921947688,4.09316159551963,2.46775965206325,1.51324994629249,8.41734786750749,7.23302275408059,3.88523112749681,8.60142190707847,3.43623875640333,4.37223712913692,8.380331187509,7.45745551772416,4.43697336362675,5.36622247193009,8.41339438222349,4.26700406009331,9.39856295939535,7.65581698389724,3.90502403955907,9.39992153318599,3.30413670511916,8.04448233684525,4143.1413191735
1986,"S1","MT","LOC6","GEN23",94.883603383787,92.7818231354468,6,7,2,6,3,3,27.2857552305795,33.4607212049887,21.7574083541986,1038.1094712764,84.7749918024056,23.4942488740198,19.4078766088933,2.36167110293172,4.63230107212439,4.33654098771513,2.06756569677964,0.86156626464799,3.26149119995534,8.09703035047278,2.00233659474179,5.37309670355171,2.92090944480151,6.20429046452045,6.47278728894889,8.96642935229465,3.18134928587824,4.91554274922237,1.42005243338645,5.80327751347795,9.43759356159717,9.48534509865567,7.86071031820029,1.49439595406875,2.55400043446571,0.722393929027021,3.04890317143872,4.3980048247613,1.20763208484277,3.42119162203744,1.60495939664543,9.85996938776225,6.04096496477723,3.01018081605434,9.96762021444738,1.88397865043953,8.07084705913439,6.94457467179745,2.27111862273887,8.93630995880812,8.71543364133686,6.54878678033128,1.0462539922446,0.983751697931439,4080.03391842248
1991,"S2","MT","LOC5","GEN15",94.4097357243299,103.42639691662,4,7,8,5,6,5,25.7122618709691,36.8784154891036,16.308417418506,1086.94449327886,82.1666962676682,22.0324242743663,20.6955376011319,3.59282592567615,9.69876505900174,4.12370818201452,9.58076473558322,1.01453464245424,9.22279205871746,5.95561567228287,7.55755797959864,6.32217082427815,2.19153210520744,2.29570582509041,1.99613575125113,1.99923257809132,4.54304347978905,7.3783734976314,8.59800640493631,0.766175410244614,6.0455288249068,9.23643068177626,3.21073730476201,1.47480560932308,7.32345081632957,0.848241574130952,2.76727141812444,9.23017721623182,2.02480551786721,2.04184592235833,8.98096693912521,9.51537726446986,9.79521295288578,4.56767311086878,4.82556570554152,3.69921947130933,1.65126228705049,2.7154090278782,5.21968645276502,8.05820542853326,1.0906717996113,2.71548929624259,6.11952755134553,8.64262564107776,3343.85644503664
1989,"S2","GO","LOC1","GEN13",92.8849523211829,92.6871332759038,9,1,8,4,1,3,23.8509426428936,31.0925067469943,17.8544733999297,514.028411917388,76.0114316199906,18.9644567347132,24.1290566185489,4.16639478085563,9.99994656071067,5.34427027916536,7.97706291079521,2.77303260518238,5.15088728396222,9.15066597051919,6.33406491484493,0.891282665543258,8.94654827658087,5.01091827405617,2.19539202749729,9.07342347782105,7.59833570569754,8.4979168465361,0.92163551831618,1.14294389961287,8.20567951304838,1.12220933660865,8.47826074576005,3.08252427959815,7.57789799245074,2.67413541208953,9.40271204337478,1.78847892675549,4.35249718604609,4.01318513089791,9.76799462223426,1.5247227344662,9.83263322850689,0.152926933951676,0.504288303200155,5.32567724818364,8.08974426239729,7.39000560482964,7.65114587265998,9.79973352979869,4.67833551112562,2.98375458456576,8.40872581815347,7.63543691951782,4151.7852446582
2001,"S1","GO","LOC3","GEN4",68.3506255992688,75.5664214747958,4,7,2,3,7,2,26.091218915768,37.4612607019953,19.10355127207,919.980092719197,87.4925692426041,23.537056582747,21.1465934338048,2.69257155037485,4.64957443997264,0.182719759177417,9.85124215483665,7.88341707317159,3.04112172918394,6.06103834463283,2.0606350642629,3.97829415276647,7.68717263359576,8.06589703308418,4.74805546924472,2.30329854879528,9.80932145146653,7.63393342262134,3.75667676329613,7.48512892052531,2.96833580126986,7.3333828873001,5.23692114744335,6.98814740870148,4.20801797881722,7.88972682552412,3.12395290704444,6.19589826557785,7.37468028906733,4.9802686041221,2.61583254439756,1.84182724449784,1.60470138536766,4.92287332890555,8.41766190947965,5.58310684282333,4.07892383169383,4.85439401818439,1.09178135870025,6.99960392899811,9.52245932538062,0.625432862434536,2.86907857982442,6.45942427683622,4173.05958870046
1989,"S1","GO","LOC3","GEN25",89.4443806051277,123.875784233678,8,6,9,3,7,1,26.5861325096339,35.3089899355546,17.7747916455846,799.260550923645,75.8737835939974,22.4336838256568,24.1922835772857,3.4223949725274,3.65117738954723,8.89432755298913,5.6352753425017,0.880439952015877,4.12867781706154,5.69636782165617,9.84059582930058,4.42235304741189,5.99780480144545,2.12792223319411,2.86207203054801,7.35472620232031,9.11708427127451,6.83687833603472,3.23549960739911,5.91445441357791,8.45768040744588,7.08912686444819,8.3557939552702,0.524436293635517,1.56717275967821,9.99524674378335,6.39390593394637,4.7246376494877,0.311198928393424,2.669720815029,5.97579479217529,1.82014784077182,0.833776427898556,2.49617855530232,8.98287262069061,3.09186853235587,3.01256281323731,0.819342192262411,8.73432948952541,0.371590403374285,8.19434603443369,3.49520393647254,7.2211214248091,1.16975906305015,4608.65449650288
2022,"S1","MT","LOC5","GEN8",95.95768668456,96.9984992220998,2,5,6,2,4,5,22.6684878105298,31.4664724976756,17.2066383147612,431.525267846882,89.2065174970776,20.3641293044202,22.4467752035707,4.69337890995666,3.91891029430553,4.58757045678794,9.42264656769112,1.54180113226175,0.127651414368302,8.26889176154509,0.909867365844548,6.52965848101303,9.917975559365,6.58196236006916,4.75461073685437,3.12256161356345,1.00668473169208,8.82528227753937,8.3659180556424,8.37403864832595,8.39078600984067,7.63175153406337,4.7358309221454,4.39705004682764,2.77939171064645,9.09171690931544,2.57847727974877,0.689068308565766,5.76009865151718,5.91105925384909,9.20828592032194,6.53732720529661,1.84104102430865,0.851685502566397,2.67801481066272,4.3121056817472,5.15788015909493,1.30021863617003,1.40202063834295,8.70957025093958,6.8624583655037,3.28185436315835,4.975329937879,9.12544949213043,2923.02537035874
1984,"S2","GO","LOC1","GEN1",87.9714131029323,75.7167705101892,5,2,7,9,8,8,24.3407054916024,31.8701341680717,19.1254815524444,787.30527497828,73.1720171542838,22.2050697859377,15.1113215112127,4.71304045198485,8.82318533025682,4.41378404386342,3.98981706006452,0.612842512782663,2.31899557868019,1.29374669166282,1.65849124314263,9.16172901401296,9.80940580368042,2.49229429988191,6.04928170097992,1.52224025689065,6.16368402028456,4.84991151839495,8.77025693422183,5.91263959184289,1.03624458890408,0.156356361694634,6.59589731832966,2.71155714523047,1.08547421637923,9.02923372108489,1.80238215485588,6.33369753602892,7.78590626548976,7.31459547998384,6.2070436635986,2.4517755722627,8.46356327645481,4.24999340204522,8.200192253571,7.1137862582691,0.665674682240933,6.2197592179291,8.70041596004739,0.9612618223764,1.02740622824058,3.30362610751763,6.37308820383623,3.04779567057267,3899.9745455898
2015,"S1","MT","LOC6","GEN24",92.1380470995791,118.322573220357,5,5,1,7,8,5,24.1233638837002,33.9605239892844,18.4645749174524,1122.95378744602,68.4710846515372,20.992925144732,18.9506875607185,5.61356000043452,9.00241055060178,8.84290482383221,9.80984642868862,3.71540032792836,2.3615512275137,6.97492901002988,4.3763613444753,5.58012723689899,1.51051408844069,2.9708264535293,6.78831015946344,7.17504074797034,0.0289712403900921,8.01749318605289,6.1328610079363,2.33467512996867,9.66874046484008,6.33482775185257,4.54765476286411,7.05498046241701,8.72298968955874,0.410646379459649,9.68091332353652,5.62423919560388,5.6084443978034,1.3620159891434,2.95755333499983,1.05657428735867,2.82954885624349,5.95075685996562,7.04872190020978,1.40278099803254,3.17154037998989,8.34566826466471,3.4703815006651,4.06388967297971,9.04852597042918,4.65056749526411,9.7514102444984,8.93774280324578,5251.79955050155
2005,"S2","MT","LOC5","GEN3",81.5132835321128,76.7931638006121,4,5,4,7,2,4,27.4959876141511,33.7053935998119,20.9385341147427,503.353467211127,80.6397410156205,23.6400721557438,22.5891128764488,1.5682312080171,8.18221523426473,3.7017615721561,9.02436990523711,1.40622235368937,9.76226132363081,8.23763425461948,2.03135669929907,0.739905417431146,6.07513576280326,9.82290449552238,6.43407440045848,9.68583699781448,4.75460871588439,5.37048971746117,5.64259564038366,4.16484516579658,4.36606601811945,2.16208209982142,5.65730121685192,1.0306370165199,8.26926336623728,5.22702180081978,0.0693708239123225,1.87205241527408,6.98592610657215,5.98410567967221,4.85005741007626,9.47263804031536,9.62483897572383,6.4115082169883,6.37502175290138,3.62744320183992,4.31888071121648,9.310608797241,5.67841463023797,1.35921872220933,2.01073006959632,5.15012386022136,2.57689458783716,1.07121578184888,3992.96490723677
1983,"S1","TO","LOC10","GEN10",107.534455207642,105.815488640219,1,6,7,1,6,5,27.1238046698272,35.9051681305282,20.4007924406324,984.452573023736,83.2367082196288,23.7200799849816,23.8279634248465,5.59759387653321,4.72661117790267,5.32533650053665,0.00921078026294708,0.149417400825769,0.729615017771721,5.97586105810478,2.45988549664617,3.46679512644187,9.33651635423303,6.14266459364444,5.12604971881956,8.01937322597951,1.09477314166725,2.90601446526125,0.129549587145448,0.641130334697664,0.200888551771641,2.23249317146838,9.76860031718388,4.50826946413144,7.24402733147144,0.92094014165923,2.24889669800177,2.30418954277411,0.612968194764107,5.5476367007941,0.878954774234444,5.36276103695855,2.63123648939654,4.27424539811909,2.1309628826566,4.93944827001542,2.54415111616254,7.75411657290533,9.71883821301162,6.39509328408167,2.46371533721685,1.22516051866114,9.3857977562584,9.48955152882263,2188.55863234762
1995,"S1","MT","LOC6","GEN15",103.428663874511,131.016835232731,5,6,3,6,1,2,22.6158593925647,31.87065221183,14.3796158330515,779.392471536994,81.7226008325815,19.5763697260991,16.0126667236909,3.64572049141861,4.87742859404534,8.57243458973244,3.3923699404113,5.62711007660255,3.24792059836909,9.43958094343543,0.702759402338415,8.91040683956817,5.00195770291612,2.62086927657947,4.18643187731504,8.17769709276035,2.51105122733861,1.27493532141671,0.44886447256431,2.21277987817302,9.37070553191006,8.56713726650923,4.6737053617835,0.705281784757972,6.36297502787784,0.462627047672868,2.96127877663821,6.93989204941317,9.92530142655596,6.15397566230968,1.64771338924766,0.0130096054635942,2.3989471886307,8.0705147003755,5.12416929705068,0.359333117958158,3.00273733912036,9.0036691701971,2.54711597459391,9.33834411669523,9.99252382665873,8.57983748195693,5.97710012225434,1.59008631017059,3317.28877271217
2010,"S1","TO","LOC10","GEN21",81.5445004403591,84.1209906782024,4,1,1,5,5,1,26.8189325109124,38.137621619273,20.4037329864223,988.834899291396,60.3697493229993,24.6595004668925,22.4040406243876,3.12670166743919,1.60413238452747,7.6427473151125,8.02844303427264,1.4489488187246,4.92337191710249,2.56112481933087,6.96699183667079,3.11732428148389,8.56226534815505,2.51961911097169,6.28567883977666,2.71662157494575,0.806612363085151,6.65061675943434,2.97383551718667,6.48324478417635,3.3594088233076,6.70049398671836,2.14012839598581,9.82174860779196,7.38180413609371,6.79192617768422,0.694587749894708,6.67084856657311,4.85241471789777,2.43714886251837,6.90220698714256,2.18851902987808,3.38944126619026,2.74247060529888,7.31934074545279,6.80266283452511,8.27173976460472,1.77627713186666,3.38844388490543,5.16073278384283,2.45255713583902,9.09117669565603,4.82951877871528,3.7886867695488,4313.84057665042
2015,"S1","RO","LOC7","GEN2",68.0503127654083,76.0753400507383,4,2,3,6,1,7,25.4472506628372,35.7712394986302,17.2921907284763,1074.59185011685,79.6187602495775,22.143053767737,23.2588604930788,2.99857673374936,9.3589259753935,3.70072985533625,8.21094005135819,9.44230342749506,1.88810827443376,9.25486074527726,1.58733826829121,7.54403843311593,6.95550793781877,7.45735714444891,1.55987264355645,3.96695039700717,5.5959068168886,7.16977039119229,1.00002110935748,3.05105437291786,4.52983430353925,4.50629940954968,6.65524700656533,2.28312623687088,1.1771910218522,8.38286050129682,6.4206174085848,8.29879274358973,6.51170655619353,6.94924433482811,1.95171086583287,4.2745492560789,2.59050586493686,9.74911532830447,6.90977746620774,2.84626791020855,2.52960288198665,5.07756468839943,4.17223209748045,1.4627818390727,3.72952264966443,0.151031913701445,1.41723944107071,6.9637943059206,3265.22836199715
1991,"S2","MT","LOC5","GEN19",103.375232408289,129.425773837138,5,4,2,8,8,1,26.815301167313,38.5677956670988,20.3456068576779,624.364709481597,72.5269996491261,22.3311411407776,15.2799252117984,4.72216796851717,9.71268899971619,0.48100306186825,9.2045726487413,6.17555995006114,9.74658814026043,9.38034665537998,7.28537068236619,6.51110318722203,6.06541860848665,0.440879170782864,7.74033068213612,1.88998970901594,3.59349194215611,5.331336252857,6.25661263475195,6.73534295754507,6.38933423906565,3.31815125187859,4.82622888637707,0.431836561765522,1.03882426163182,0.137338754720986,4.38713870244101,7.42462861351669,5.90888819657266,5.1101673184894,3.19996827282012,7.4268261808902,8.76752994721755,0.446868373546749,6.12194148823619,7.88787843193859,0.941576811019331,5.69625041214749,3.90998070361093,8.39397837640718,2.57044569589198,4.13988810265437,8.09829328209162,4.48176231235266,3571.73971156935
1984,"S1","TO","LOC10","GEN24",74.9467056267895,126.896671089344,2,4,2,6,4,2,22.5451144143008,33.4017590654548,17.2581625285093,971.81577142328,87.4175680149347,19.2147826403379,20.5817915056832,4.91676687053405,8.73703258112073,1.36462778551504,2.53129694843665,6.17872772738338,2.13352036429569,7.90403061313555,0.49351840512827,4.37114242464304,0.148763807956129,1.47307545877993,0.0435613305307925,6.75188902299851,3.74360306421295,5.49697909038514,3.26132046291605,8.30242077587172,8.88427634723485,9.54266110900789,0.149601502344012,4.05484846327454,7.0747088897042,2.86956682102755,3.09885077411309,8.14363139681518,5.31695606186986,0.224807278718799,7.25207146955654,4.00403880747035,8.95207971567288,4.01754844468087,1.12236090935767,7.11251957342029,1.66144053451717,0.517184217460454,9.95220890035853,9.21558570116758,3.81617375882342,5.12576169567183,0.091131457593292,5.84676136728376,3785.42437261511
1995,"S2","TO","LOC9","GEN11",76.876203159336,96.7873919568956,6,7,1,1,6,8,22.2472946532071,29.1364708717447,15.9614728146698,531.465022824705,67.872019156348,19.697602345841,21.7566739954054,4.04704320267774,6.16583406226709,1.65646441746503,8.1591669190675,1.80350805399939,4.52674631029367,4.76145126856863,5.98853488918394,0.399726890027523,1.92052887519822,5.67500052740797,3.44537959434092,3.29089573118836,2.3948037927039,1.09876559115946,8.00418742001057,5.31256363959983,6.34353022323921,4.66869736788794,1.41767778201029,2.56649276474491,3.97934104781598,1.99043694185093,5.97590443911031,5.15987205784768,3.16475808154792,8.23623967822641,7.45100123574957,7.20823608571663,2.12500150315464,5.49173865932971,2.23962606862187,6.44022632623091,6.53473303187639,6.52195196598768,0.539079331792891,9.03523813001812,6.41766175627708,5.83347287960351,3.5503055411391,8.1216853694059,4429.96268459226
2021,"S1","GO","LOC3","GEN5",84.0394185646437,115.698884073645,9,7,1,8,7,5,23.9922688631341,35.9644573074766,14.7490245939698,991.621245257556,71.3358697691001,21.0498466177378,20.9291400643997,2.42895241384394,7.98950760392472,0.575717517640442,5.85473007755354,3.32951672608033,7.27482019457966,9.96119115967304,4.93998935446143,9.41109731094912,3.1975211109966,5.82254975102842,4.82772937510163,7.91402735514566,8.71680809883401,6.00193437887356,2.92201600503176,3.78235632553697,2.82194510800764,5.98940483760089,6.979198041372,0.633928901515901,4.12971686571836,2.84998278832063,1.9167264434509,9.92873578099534,5.13143287040293,0.0295942230150104,3.37054954376072,2.15817354619503,2.54306504270062,4.11558293737471,7.15857521397993,0.223933907691389,6.01272847037762,3.7048948998563,1.21265510562807,8.82477986160666,3.22172325337306,5.18328606151044,7.93848951812834,8.17003914155066,4653.02265590001
2018,"S2","GO","LOC3","GEN18",86.2614229344763,90.3495838004164,3,1,7,6,2,8,27.774810011033,36.0070280472282,19.6515501406975,1012.1771581471,68.1250156858005,25.7377381664701,24.7112033236772,5.77076763170771,1.43958259141073,3.73609820380807,5.18311806954443,7.47434431454167,9.52077338704839,1.78614258300513,3.77314288401976,5.49052951624617,7.39018848631531,7.19755553640425,5.1998824486509,9.2109171836637,5.99477211479098,4.42210523644462,4.32307095034048,9.18859344907105,1.05983810033649,7.97914028167725,0.0970013625919819,9.07513751881197,0.274019150529057,9.44469650043175,2.40922999801114,6.8925766646862,5.22964564850554,7.88610552670434,7.56130530266091,6.22065537143499,1.17161493981257,7.29007644113153,5.52238582167774,0.431577428244054,7.4960810970515,8.6541165644303,0.562357271555811,0.312878133263439,4.67570478562266,4.90420720772818,9.93148251902312,1.0542016196996,5009.518793975
2008,"S2","GO","LOC2","GEN5",85.6038966588676,88.8912529498339,4,5,8,4,5,1,24.8034964180551,32.3203383826185,17.6796556815971,1061.96190267801,68.676762599498,20.8601335522253,23.7738225585781,3.34150542761199,9.75244325352833,3.58441225253046,5.76774834655225,3.74742122134194,8.59727282775566,2.4989559315145,8.70988615788519,3.77131144749001,5.04505315795541,2.51646113814786,2.57612898014486,8.33621945232153,4.30174481589347,4.19178249314427,7.63747626449913,5.15669065760449,9.89865695592016,4.17968086898327,0.273915426805615,9.66850373661146,9.98426259728149,4.19113331241533,1.15651708561927,6.71970684546977,8.44300245400518,3.95835715578869,2.47701137559488,0.992894591763616,0.736286202445626,0.0734837842173874,9.30518670706078,0.506119618657976,2.32390036573634,7.76390218408778,0.37676983512938,5.88343407725915,5.46981661813334,5.55761686293408,6.6285119112581,1.58989128423855,5284.30150939792
2018,"S1","MT","LOC6","GEN11",70.2619064506143,77.5002885027789,8,2,4,6,8,5,24.4752741446719,36.3267848629039,18.6167546086945,493.177316710353,85.9550650790334,21.9773149024695,15.2553880168125,1.37201436469331,5.97600710112602,0.655368743464351,7.61400303570554,8.24666407192126,2.16210312210023,9.90726441377774,5.74341018917039,2.81407278729603,8.85072987526655,8.4542406280525,5.35696947015822,9.25658248132095,6.64965050294995,8.14683127682656,8.95277262665331,4.83617014251649,0.82477648044005,1.10827811527997,9.8141211643815,1.82905638357624,6.44443871220574,6.28653594758362,1.9214196363464,9.81929545290768,3.90937954420224,2.71902753738686,5.13973930617794,2.00588263571262,4.26597496960312,6.04846753878519,0.58638688409701,3.12805162975565,0.9884960250929,1.55890409601852,5.84770043613389,6.2532829050906,0.801842911168933,3.00881018163636,7.93382715201005,8.89114999212325,2587.21632844738
1985,"S2","MT","LOC4","GEN9",102.640305729583,106.571318849456,3,2,4,6,4,2,24.6304664243944,31.5709472021554,15.6305750326719,644.903530180454,87.7617342746817,21.1290781248827,18.5465496266261,3.35936086741276,8.97498439997435,5.55113154230639,7.91045755380765,4.52665417920798,9.55939762061462,0.368030478712171,3.76607380574569,4.24425191245973,3.35061883553863,5.86988437455148,4.73932822002098,7.61477057356387,9.13454091642052,5.97627631854266,7.25868047447875,5.29331191442907,8.68445503525436,9.17631464777514,0.604004114866257,2.50083764782175,6.82710065273568,1.44190182210878,9.51324046822265,6.63017160957679,9.3832657742314,5.5554389487952,7.15704376110807,8.91880432609469,5.44260684400797,2.43921703891829,0.745596557389945,3.60201891046017,0.302204834297299,5.11068288236856,8.74788574874401,5.07249721093103,4.49760798132047,2.97598473960534,7.10705493111163,9.5961495116353,4217.7810781052
1989,"S2","MT","LOC4","GEN9",89.6743204817176,111.727509070188,5,2,6,7,8,7,27.6119546112604,36.9600984381977,22.5863664047793,516.318833827972,65.2998441341333,25.5602675382979,22.1487703197636,5.23559673363343,8.55828467290848,9.79753616498783,2.05895322142169,5.26589273707941,8.4477175376378,5.61471881112084,1.40414007240906,9.80317846871912,5.57937121484429,2.88804875686765,3.9562081056647,1.20304518844932,7.89083869894966,6.26539533957839,0.707852435298264,5.00048083253205,1.46333730779588,9.01892712339759,6.93273345939815,5.607066124212,9.79744563810527,4.9750006897375,5.24793844670057,0.763385188765824,5.29051375342533,3.51432386087254,3.06309944950044,4.13205183809623,4.7422690060921,9.38608325319365,8.90395522583276,1.99352042516693,8.38887511519715,0.84076274652034,2.66237847972661,5.49566784407943,7.95484079513699,1.12868981203064,3.7741757533513,6.41078881919384,4687.76773319916
1987,"S2","GO","LOC1","GEN11",60.7704687304795,97.6278414018452,4,5,1,7,8,8,23.2888500215486,29.7545523520093,17.7124998390209,616.047821566463,67.5959006021731,20.681789070135,18.0889715324156,2.4027439255733,8.23075400665402,4.87583545036614,1.3444267725572,9.34592645615339,3.09838404646143,2.84850417869166,2.59880339261144,2.3493719054386,9.49192234547809,4.74955722223967,6.99894607998431,4.11553391255438,8.58919316437095,4.49987932108343,0.789707468356937,3.75050838105381,5.2515880507417,0.50314457854256,6.63503325777128,8.78932867664844,6.12680977443233,4.45591714698821,6.39634419232607,6.8892537150532,8.98572902195156,4.68351669143885,4.09502217778936,6.32059504510835,7.17377436347306,4.16552594397217,1.02113832952455,3.48044365877286,7.41823103977367,4.96775256237015,6.22089193901047,0.488968177232891,7.83503739861771,1.54326991178095,9.90368149941787,4.97121477266774,3160.35604572208
1984,"S1","GO","LOC2","GEN10",61.0655044345185,101.34955446003,6,3,7,5,5,1,24.1794770052657,36.016159969382,17.2530564018525,916.507963463664,74.3338143685833,20.4912323674653,15.8722179522738,4.86173868901096,7.5961011624895,5.96137978136539,4.42722831852734,0.858939031604677,1.14869990618899,5.69812619127333,4.40734283532947,9.57217593211681,6.03444767417386,3.11404299689457,1.33560036541894,7.40239490522072,7.61717831017449,2.29382554767653,2.00740537373349,8.12028140993789,5.23988989880309,4.07912385184318,7.57800199557096,9.67552149901167,3.43546908581629,8.24778572423384,8.06754161603749,0.653701026458293,7.49584723962471,2.46953388676047,2.8968255687505,3.07042616419494,4.4372794800438,6.78297269390896,5.53969762753695,2.84223933238536,5.63438918208703,7.92702401289716,8.49293189356104,3.32840024260804,7.34815421048552,9.93177610682324,2.17330169165507,9.18090853141621,2451.22489091821
2021,"S1","MT","LOC5","GEN8",102.075624433346,111.306315634865,1,5,8,1,6,8,22.8551496216096,29.2163418359123,12.9010267637204,1070.49366310239,80.4063542908989,19.6923055453226,15.9317522170022,1.47133696964011,2.21039749216288,6.17741418071091,3.76043822616339,4.89389126421884,3.59367088181898,8.99227199144661,4.58737551234663,2.25260842824355,9.78282961063087,0.161981352139264,0.381508239079267,4.92145610041916,8.50100363837555,8.0668646027334,7.3555167298764,5.61295465799049,0.94602283090353,1.60878776572645,0.146560922730714,7.41082785185426,0.0273494678549469,5.28859524754807,5.81287305336446,5.44077197555453,5.72918419027701,9.29825633298606,5.09794003330171,1.88456275267527,5.3540988615714,2.52350517082959,5.69102168548852,4.81040575774387,1.86371730640531,1.02288363967091,0.0564848468638957,0.39570267079398,7.68168784910813,4.81870996998623,9.13091968744993,1.32308882195503,3864.4149700401
1984,"S1","TO","LOC9","GEN24",99.2246986390091,90.710646500811,5,1,4,4,2,3,24.2245131959207,33.9486430741381,14.9643024320249,702.099520340562,60.0526465242729,19.2920937305316,16.5202509029768,3.06443471251987,8.38758387602866,8.74605460790917,0.858468620572239,6.30197572521865,4.37173906946555,7.56788350176066,3.72467121109366,3.35684993769974,7.4833002127707,3.90960276359692,7.61822919128463,8.44756068196148,7.59552349802107,0.645802344661206,4.73503756336868,2.36830702284351,1.74855249002576,6.26261214260012,2.22001137444749,3.96624930202961,7.7689299848862,0.52337481174618,9.29785239044577,7.53488171147183,5.70753610460088,3.57193912146613,4.18107207398862,4.90046968217939,5.59510989813134,4.76781625300646,8.00902359420434,6.07989687239751,7.64856729889289,4.14056150941178,8.0400353600271,7.09076718660071,4.58931446773931,6.37425256660208,9.02983007254079,6.10743403900415,3023.51236777383
